Video name,DATE,Played Time,Played Num,OSX Desktop,IOS,Linux Desktop,Window Desktop,Android,Bot,
20181030_Tsang_chong_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20181003_ENT_cheung_480p.mp4,2019-01-15,140,1,0,1,0,0,0,0,
20181123_Showbiz_Anthony_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20180928_TGIF_pancake_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20181030_ENT_chung_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20180604_ENT_kelly_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20181220_ENT_gill2_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20171031_covernews_ElectricCarB_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20171227_ENT_tvb_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20161205_IT_Wacom_v2_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20161229_Peggy_EP2_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20171221_Netdaily_Penguin_480p.mp4,2019-01-15,20,1,0,0,0,1,0,0,
20170727_IT_Carousell_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20180817_showbiz_JustinEp02_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20180429_ENT_lee_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20180723_Fin_GHKMBay_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20180429_ENT_tam_480p.mp4,2019-01-15,110,1,0,0,0,1,0,0,
20181222_Ent_WongChoNam_480p.mp4,2019-01-15,0,1,0,0,0,0,1,0,
20170114_Ent_Kwok_480p.mp4,2019-01-15,30,1,0,1,0,0,0,0,
20171108_mincook_Calamari_480p.mp4,2019-01-15,120,1,0,0,0,1,0,0,
20180119_showbiz_LouisaMak_480p.mp4,2019-01-15,100,1,0,0,0,1,0,0,
20181008_Ent_kin_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20170221_IT_SmarTone_v2_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170323_NetDaily_Bird_480p.mp4,2019-01-15,45,1,0,0,0,1,0,0,
20180925_health_Thyroid_480p.mp4,2019-01-15,15,1,0,1,0,0,0,0,
20170831_CuNews_Hotel_480p.mp4,2019-01-15,70,1,0,0,0,1,0,0,
20181205_Doubleup_elderTech_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20171205_Health_Hurt_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20180113_Ent_WangChieh_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20181114_JeanLouisDavid_480p.mp4,2019-01-15,35,1,0,1,0,0,0,0,
20180517_Peggy_GreenFarm_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170322_minCook_strawberry_v2_480p.mp4,2019-01-15,80,1,1,0,0,0,0,0,
20180829_ENT_kiko_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20181119_3manLive_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20180626_senza_4min_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170622_CuNews_Glasses_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20181222_ENT_joey_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20170626_daily_NY_480p.mp4,2019-01-15,0,1,0,0,0,0,1,0,
20190104_TGIF_LeBreadLab_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20181120_Sick_eye_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170330_IT_Panasonic_480p.mp4,2019-01-15,0,1,1,0,0,0,0,0,
20181115_HotinAPot_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20161219_daily_Kindergarten_v2_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20180803_TsangLokTung_Travel_480p.mp4,2019-01-15,155,1,0,1,0,0,0,0,
20180108_JP_Panda_480p.mp4,2019-01-15,80,1,0,1,0,0,0,0,
20170817_ENT_liza_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170510_ENT_Gigi_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20170209_IT_PMQ_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20181031_Ent_Bosco_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20180731_FinanceLive_360p.mp4,2019-01-15,5,1,0,1,0,0,0,0,
20181115_ColumnV_PrimarySchool_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20170909_Ent_hinCheung_480p.mp4,2019-01-15,0,1,0,0,0,0,1,0,
20170420_Ent_JulianCheung_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
3manLive_EP21_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20170225_minicook_Sake_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20180322_ENT_night_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20180918_Tsang_Typhoon_v2_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20180510_Story_mother_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20161221_daily_Mexico_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20181220_ENT_gill_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170717_Fin_Cambodia_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20180517_ENT_Sam_480p.mp4,2019-01-15,115,1,0,0,0,1,0,0,
20181128_Daily_lightShow_480p.mp4,2019-01-15,25,1,0,0,0,1,0,0,
20181217_interview_ShihWingChing_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170423_daily_syrian_480p.mp4,2019-01-15,80,1,0,0,0,1,0,0,
3manLive_EP4_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20181027_Ent_gary_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20190106_ENT_cheung_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20180703_Tsang_Yue_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170826_Ent_so_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170215_TrendReport_FURLA_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20170725_ENT_Lisa_V1_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170511_IT_Beoplay_480p.mp4,2019-01-15,55,1,0,0,0,1,0,0,
20181030_trendreport_calendar_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170103_Daily_Cartoon_v2_480p.mp4,2019-01-15,170,1,0,0,0,1,0,0,
20170613_ENT_Liza_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20180624_ENT_sammi_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20180905_ENT_wong_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170501_daily_CrossTheRoad_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20170209_ENT_EricTsang_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20170713_Peggy_480p.mp4,2019-01-15,185,1,0,0,0,1,0,0,
20180129_Econ_700_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20180726_IT_Samsung_480p.mp4,2019-01-15,35,1,1,0,0,0,0,0,
20181223_whatnews_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
3manLive_EP28_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20180705_ENT_wong_480p.mp4,2019-01-15,0,1,0,0,0,1,0,0,
20181128_ColumnV_bible_480p.mp4,2019-01-15,0,1,0,0,0,0,1,0,
20171024_Health_heart_480p.mp4,2019-01-15,0,1,0,1,0,0,0,0,
20170527_Ent_Ronaldo_480p.mp4,2019-01-15,125,1,0,1,0,0,0,0,
20180814_LandsSeminar_v3_480p.mp4,2019-01-15,90,0,0,0,0,0,0,0,
20170614_minieat_tart_480p.mp4,2019-01-15,10,0,0,0,0,0,0,0,
